,Artista,link
5797,Kanye West,https://www.bandsintown.com/a/160?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5803,Wiz Khalifa,https://www.bandsintown.com/a/2547?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5813,Jay-Z,https://www.bandsintown.com/a/204?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5826,Pitbull,https://www.bandsintown.com/a/48?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5855,Snoop Dogg,https://www.bandsintown.com/a/36?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5869,Kill Lincoln,https://www.bandsintown.com/a/285176?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5919,Trey Songz,https://www.bandsintown.com/a/274?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5927,T.I.,https://www.bandsintown.com/a/5?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5929,50 Cent,https://www.bandsintown.com/a/30?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5931,Childish Gambino,https://www.bandsintown.com/a/927637?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5934,Big Sean,https://www.bandsintown.com/a/202626?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5937,ASAP Rocky,https://www.bandsintown.com/a/1755384?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5939,Frank Ocean,https://www.bandsintown.com/a/1312055?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5944,Travis Scott,https://www.bandsintown.com/a/14594144?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5960,MAC MILLER,https://www.bandsintown.com/a/1033921?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5961,Akon,https://www.bandsintown.com/a/1?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5966,Tyga,https://www.bandsintown.com/a/23137?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5973,Mikros Kleftis,https://www.bandsintown.com/a/896260?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
5995,Fann,https://www.bandsintown.com/a/12448263?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6016,Mente Fuerte,https://www.bandsintown.com/a/15541054?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6029,B.o.B,https://www.bandsintown.com/a/2560?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6049,Ludacris,https://www.bandsintown.com/a/21?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6053,Chance The Rapper,https://www.bandsintown.com/a/2128700?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6062,G-Eazy,https://www.bandsintown.com/a/211217?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6071,Dani Gambino,https://www.bandsintown.com/a/15552021?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6085,Ethismos,https://www.bandsintown.com/a/15541055?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6088,Shelem,https://www.bandsintown.com/a/11062864?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6109,MC Johnny Wae,https://www.bandsintown.com/a/8127811?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6110,Kizo Oficjalnie,https://www.bandsintown.com/a/2344561?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6122,Lil Uzi Vert,https://www.bandsintown.com/a/10517293?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6127,Beastie Boys,https://www.bandsintown.com/a/287?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6128,Nelly,https://www.bandsintown.com/a/79?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6139,DJ Khaled,https://www.bandsintown.com/a/511?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6141,2 Chainz,https://www.bandsintown.com/a/1942640?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6153,2Pac,https://www.bandsintown.com/a/937?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6156,Gucci Mane,https://www.bandsintown.com/a/1216?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6159,Waka Flocka Flame,https://www.bandsintown.com/a/364946?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6162,Cardi B,https://www.bandsintown.com/a/13104371?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6166,Lupe Fiasco,https://www.bandsintown.com/a/71?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6193,Jay Jules,https://www.bandsintown.com/a/8745083?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6223,Logic,https://www.bandsintown.com/a/36939?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6224,Migos,https://www.bandsintown.com/a/5308611?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6232,will.i.am,https://www.bandsintown.com/a/12984?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6235,Meek Mill,https://www.bandsintown.com/a/747652?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6245,Ice Cube,https://www.bandsintown.com/a/135?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6258,Wale,https://www.bandsintown.com/a/61002?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6259,OutKast,https://www.bandsintown.com/a/293?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6273,Twelvee,https://www.bandsintown.com/a/15543980?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6275,Katohos,https://www.bandsintown.com/a/15541952?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6293,Stolou,https://www.bandsintown.com/a/15543977?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6296,Dirty Cash,https://www.bandsintown.com/a/15522791?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6308,Hawk greco,https://www.bandsintown.com/a/15541053?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6313,Andriko,https://www.bandsintown.com/a/15541953?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6320,Wu-Tang Clan,https://www.bandsintown.com/a/25837?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6323,Nas,https://www.bandsintown.com/a/332?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6325,Bob Marley & The Wailers,https://www.bandsintown.com/a/26075?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6327,Russ,https://www.bandsintown.com/a/187035?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6335,Bryson Tiller,https://www.bandsintown.com/a/4573624?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6349,Rick Ross,https://www.bandsintown.com/a/82?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6374,Trevor Joseph,https://www.bandsintown.com/a/15526554?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6377,Buzz,https://www.bandsintown.com/a/15549336?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6384,LIL QUARDER,https://www.bandsintown.com/a/15552492?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6404,AJ,https://www.bandsintown.com/a/15554017?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6406,Jack Frost,https://www.bandsintown.com/a/15554178?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6412,Black Mélo 10,https://www.bandsintown.com/a/15554092?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6519,The Gothard Sisters,https://www.bandsintown.com/a/1034366?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6545,LAGQ,https://www.bandsintown.com/a/1078859?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6821,Notos Quartett,https://www.bandsintown.com/a/5091529?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6832,On Piano,https://www.bandsintown.com/a/15466538?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6833,Halvcirkel,https://www.bandsintown.com/a/13212154?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
6954,Julieta Iglesias,https://www.bandsintown.com/a/15553899?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7062,Ann Kuo,https://www.bandsintown.com/a/15553623?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7170,The Swingles,https://www.bandsintown.com/a/57656?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7274,Phillip Brandon,https://www.bandsintown.com/a/7477001?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7315,Noga,https://www.bandsintown.com/a/415131?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7458,Frank Sinatra,https://www.bandsintown.com/a/504?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7465,Norah Jones,https://www.bandsintown.com/a/27999?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7469,MonicaZ Vals - En hyllest til Monica Zetterlund,https://www.bandsintown.com/a/12352004?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7492,Tatiana Eva Marie,https://www.bandsintown.com/a/13534179?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7510,The Swing Tones,https://www.bandsintown.com/a/3075716?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7593,Massimiliano Rolff,https://www.bandsintown.com/a/9948297?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7628,Mac DeMarco,https://www.bandsintown.com/a/2228815?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
7751,Bob Marley,https://www.bandsintown.com/a/169?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8376,Ed Sheeran,https://www.bandsintown.com/a/190899?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8461,Jack Johnson,https://www.bandsintown.com/a/73?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8471,Ally Venable Band,https://www.bandsintown.com/a/8823063?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8540,Bob Dylan,https://www.bandsintown.com/a/487?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8675,Graybill,https://www.bandsintown.com/a/15369372?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8717,Carla Werner Music,https://www.bandsintown.com/a/12424184?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8803,Vintz Desert,https://www.bandsintown.com/a/15553152?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8815,Chords of Truth,https://www.bandsintown.com/a/2354631?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8817,Louise Bichan,https://www.bandsintown.com/a/13599287?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8879,Kevin Fowley,https://www.bandsintown.com/a/12754012?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8904,Woody Wolfe,https://www.bandsintown.com/a/6580751?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8955,James Taylor,https://www.bandsintown.com/a/1152?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
8965,Ray LaMontagne,https://www.bandsintown.com/a/582?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9026,Adele,https://www.bandsintown.com/a/5594?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9045,Chris Brown,https://www.bandsintown.com/a/25888?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9093,Alicia Keys,https://www.bandsintown.com/a/331?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9309,SZA,https://www.bandsintown.com/a/4042462?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9403,Stevie Wonder,https://www.bandsintown.com/a/529?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9570,Ciara,https://www.bandsintown.com/a/25893?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9683,Metallica,https://www.bandsintown.com/a/128?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9732,Slipknot,https://www.bandsintown.com/a/77?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9775,Sojourner,https://www.bandsintown.com/a/226908?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9777,Leatherwolf,https://www.bandsintown.com/a/70288?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9791,Countless Goodbyes,https://www.bandsintown.com/a/1177883?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9855,Black Sabbath,https://www.bandsintown.com/a/426?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9863,Five Finger Death Punch,https://www.bandsintown.com/a/1965?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9888,Burned in Effigy,https://www.bandsintown.com/a/407102?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9898,Pranav.wav,https://www.bandsintown.com/a/15553424?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9921,Bullet for My Valentine,https://www.bandsintown.com/a/171?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9934,Megadeth,https://www.bandsintown.com/a/551?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
9963,Tool,https://www.bandsintown.com/a/26633?came_from=undefined&utm_medium=web&utm_source=artist_explorer_page&utm_campaign=artist
